user_id,signup_date,device,country,ab_variant
821b870f,2026-02-17 00:00:00,,US,not_applicable
89232b3c,2026-02-17 00:00:00,iOS,US,not_applicable
f841a3e9,2026-02-26 00:00:00,iOS,US,not_applicable
cc8ba2fc,2026-01-10 00:00:00,Android,,not_applicable
c87e5649,2026-03-15 00:00:00,iOS,DE,control
bc2a144c,2026-02-16 00:00:00,Android,FR,not_applicable
9659c832,2026-02-20 00:00:00,iOS,US,not_applicable
15e35aef,2026-02-10 00:00:00,iOS,DE,not_applicable
864a6538,2026-03-25 00:00:00,Web,US,control
b8ea8ff8,2026-01-15 00:00:00,iOS,IN,not_applicable
616ad464,2026-01-04 00:00:00,Web,,not_applicable
838a954c,2026-01-24 00:00:00,Android,US,not_applicable
52328913,2026-03-05 00:00:00,Android,DE,treatment
4e84305e,2026-03-13 00:00:00,iOS,GB,control
d6754454,2026-02-03 00:00:00,Android,US,not_applicable
bebb3311,2026-02-27 00:00:00,Android,CA,not_applicable
241378ca,2026-01-28 00:00:00,,US,not_applicable
52349555,2026-03-20 00:00:00,iOS,CA,control
c0b15c5a,2026-03-04 00:00:00,iOS,DE,control
aa2c0d57,2026-01-18 00:00:00,Android,US,not_applicable
78949600,2026-01-10 00:00:00,Android,GB,not_applicable
21504e6f,2026-02-27 00:00:00,iOS,IN,not_applicable
74019022,2026-01-23 00:00:00,Web,DE,not_applicable
edd70d95,2026-02-26 00:00:00,Android,GB,not_applicable
d4bc4916,2026-01-12 00:00:00,Web,DE,not_applicable
c96c25ee,2026-03-29 00:00:00,Android,IN,treatment
ecba7537,2026-02-10 00:00:00,iOS,FR,not_applicable
fa0caf1b,2026-03-27 00:00:00,iOS,US,control
d9c6d62f,2026-01-09 00:00:00,iOS,,not_applicable
2022faa6,2026-03-12 00:00:00,Web,DE,treatment
6c82b463,2026-02-08 00:00:00,Android,CA,not_applicable
e2a88251,2026-01-21 00:00:00,Web,GB,not_applicable
04e6045a,2026-03-31 00:00:00,iOS,US,treatment
2a73fe81,2026-02-16 00:00:00,Android,DE,not_applicable
013700f0,2026-03-07 00:00:00,iOS,US,control
da8aef2d,2026-01-26 00:00:00,Web,US,not_applicable
6bd0eec8,2026-01-18 00:00:00,Android,,not_applicable
6673b665,2026-01-31 00:00:00,iOS,US,not_applicable
31299ad9,2026-03-05 00:00:00,Android,FR,control
2a36ac7b,2026-03-12 00:00:00,Android,,treatment
430d620e,2026-03-01 00:00:00,iOS,GB,treatment
284dda47,2026-03-12 00:00:00,Android,IN,control
f1af5601,2026-01-12 00:00:00,iOS,FR,not_applicable
7f652a41,2026-01-09 00:00:00,Android,US,not_applicable
cbddeaf4,2026-02-09 00:00:00,iOS,IN,not_applicable
b7c9abdf,2026-02-20 00:00:00,iOS,US,not_applicable
c0ababfd,2026-03-03 00:00:00,iOS,IN,treatment
3048fa5f,2026-02-22 00:00:00,Android,FR,not_applicable
4abfbb5f,2026-03-15 00:00:00,iOS,CA,control
53f92409,2026-02-10 00:00:00,Android,FR,not_applicable
cbd79779,2026-03-24 00:00:00,Web,US,control
1e35a6b3,2026-03-01 00:00:00,Android,US,treatment
b9c6f6ae,2026-02-14 00:00:00,Android,US,not_applicable
6f632ce6,2026-01-17 00:00:00,iOS,US,not_applicable
abb7b40a,2026-03-12 00:00:00,Android,US,treatment
bfcd7a77,2026-01-24 00:00:00,Android,GB,not_applicable
b7e5d4c4,2026-01-17 00:00:00,iOS,FR,not_applicable
d7e7130f,2026-02-25 00:00:00,iOS,GB,not_applicable
7f49d6b6,2026-03-06 00:00:00,Android,US,treatment
553c9ca3,2026-01-08 00:00:00,iOS,US,not_applicable
d63e9d73,2026-01-16 00:00:00,Web,CA,not_applicable
c6322fc7,2026-03-08 00:00:00,Android,CA,control
a459867a,2026-01-22 00:00:00,iOS,GB,not_applicable
560df4fb,2026-01-21 00:00:00,Android,US,not_applicable
873db18c,2026-02-11 00:00:00,iOS,US,not_applicable
483af346,2026-01-29 00:00:00,iOS,,not_applicable
4061cf4e,2026-02-14 00:00:00,iOS,GB,not_applicable
c3c4f3ba,2026-03-08 00:00:00,iOS,,treatment
8d83e5ea,2026-01-11 00:00:00,iOS,GB,not_applicable
75320ad0,2026-02-02 00:00:00,Android,DE,not_applicable
653f56e3,2026-01-26 00:00:00,iOS,US,not_applicable
1a63ab17,2026-03-23 00:00:00,iOS,US,treatment
bae30641,2026-02-05 00:00:00,iOS,GB,not_applicable
7d911b67,2026-01-17 00:00:00,iOS,US,not_applicable
2bebe373,2026-03-22 00:00:00,Android,,control
79dd115e,2026-03-10 00:00:00,Android,US,control
f230a2c3,2026-03-24 00:00:00,iOS,,control
62b655f6,2026-03-16 00:00:00,iOS,US,control
95ed5e36,2026-03-26 00:00:00,Android,CA,treatment
0017fd40,2026-03-19 00:00:00,Android,US,control
8beaa570,2026-03-14 00:00:00,iOS,,control
5dd7e133,2026-01-04 00:00:00,iOS,DE,not_applicable
57e6741f,2026-01-11 00:00:00,Android,CA,not_applicable
b50ee9c2,2026-01-06 00:00:00,iOS,US,not_applicable
93cf35cb,2026-03-24 00:00:00,Android,IN,treatment
38b6578f,2026-02-03 00:00:00,Web,US,not_applicable
89ba3499,2026-03-25 00:00:00,iOS,IN,control
f3cf30c6,2026-03-15 00:00:00,Android,IN,control
4ba7c79a,2026-03-23 00:00:00,iOS,CA,control
f086369b,2026-03-22 00:00:00,Android,DE,treatment
f7c23c3d,2026-03-24 00:00:00,iOS,US,treatment
fa7d2957,2026-03-03 00:00:00,Android,US,control
0d704c32,2026-03-29 00:00:00,Android,,control
9b83e11e,2026-02-28 00:00:00,iOS,FR,not_applicable
7cc1df10,2026-01-10 00:00:00,iOS,DE,not_applicable
50e21170,2026-03-30 00:00:00,,US,control
fb113b49,2026-02-26 00:00:00,iOS,GB,not_applicable
fd99cb16,2026-02-23 00:00:00,iOS,DE,not_applicable
2782d3ce,2026-03-03 00:00:00,Web,GB,control
10fa73cb,2026-02-13 00:00:00,iOS,GB,not_applicable
12224dc5,2026-03-19 00:00:00,Android,US,control
46195b6a,2026-02-10 00:00:00,Android,CA,not_applicable
023f73dd,2026-02-14 00:00:00,Android,US,not_applicable
e98f733d,2026-02-21 00:00:00,Android,US,not_applicable
c19e14d1,2026-01-17 00:00:00,iOS,IN,not_applicable
452216ab,2026-02-17 00:00:00,Android,US,not_applicable
c5ed4801,2026-03-07 00:00:00,iOS,US,treatment
24f997aa,2026-02-10 00:00:00,iOS,US,not_applicable
6a9a990f,2026-01-31 00:00:00,iOS,GB,not_applicable
36e49668,2026-03-01 00:00:00,Android,CA,control
2639cbc4,2026-02-27 00:00:00,Android,US,not_applicable
901539e6,2026-02-01 00:00:00,,FR,not_applicable
431a4b53,2026-01-19 00:00:00,Web,FR,not_applicable
0cd995e8,2026-01-13 00:00:00,Web,GB,not_applicable
2d313bfb,2026-01-07 00:00:00,iOS,CA,not_applicable
3532a00c,2026-02-07 00:00:00,Android,DE,not_applicable
c1d4877e,2026-02-19 00:00:00,Android,US,not_applicable
f74af7ab,2026-03-20 00:00:00,iOS,IN,control
9c4e8280,2026-01-21 00:00:00,Android,GB,not_applicable
596000e6,2026-02-11 00:00:00,iOS,US,not_applicable
1adf34fa,2026-03-15 00:00:00,Web,DE,treatment
86d6973f,2026-01-25 00:00:00,Android,GB,not_applicable
44af02c4,2026-01-21 00:00:00,Android,US,not_applicable
f42fe317,2026-03-05 00:00:00,Android,GB,treatment
01efad40,2026-03-01 00:00:00,iOS,CA,control
22f6edb0,2026-02-09 00:00:00,Web,US,not_applicable
91210347,2026-03-05 00:00:00,Web,US,control
879cbf05,2026-02-20 00:00:00,iOS,US,not_applicable
5a3da7e1,2026-03-06 00:00:00,iOS,GB,control
59ae118a,2026-01-31 00:00:00,iOS,GB,not_applicable
10acfa65,2026-01-28 00:00:00,Web,US,not_applicable
fccc9bc0,2026-03-16 00:00:00,Android,GB,control
a74fe2ed,2026-01-07 00:00:00,Android,US,not_applicable
4427f3d3,2026-02-06 00:00:00,iOS,US,not_applicable
2b80a4b6,2026-03-05 00:00:00,iOS,US,treatment
30da6d33,2026-03-25 00:00:00,Android,IN,treatment
bb44365c,2026-02-06 00:00:00,Web,DE,not_applicable
54715033,2026-03-10 00:00:00,iOS,US,control
09d38633,2026-01-14 00:00:00,iOS,US,not_applicable
ad76c25c,2026-02-25 00:00:00,Android,GB,not_applicable
03c85fc8,2026-01-18 00:00:00,iOS,US,not_applicable
4bea8d66,2026-02-03 00:00:00,Web,FR,not_applicable
6795f749,2026-02-16 00:00:00,iOS,IN,not_applicable
57d0368a,2026-02-21 00:00:00,,US,not_applicable
5bc5c253,2026-02-16 00:00:00,iOS,GB,not_applicable
ae21dc35,2026-01-06 00:00:00,Web,IN,not_applicable
5e8e04f6,2026-02-21 00:00:00,iOS,US,not_applicable
16652123,2026-01-07 00:00:00,Android,GB,not_applicable
931704be,2026-03-14 00:00:00,iOS,IN,treatment
e98134b1,2026-02-16 00:00:00,Android,FR,not_applicable
4355a315,2026-03-12 00:00:00,Web,DE,control
3f608bf1,2026-02-19 00:00:00,iOS,CA,not_applicable
a5bbd71e,2026-03-06 00:00:00,iOS,DE,control
267edbc1,2026-03-12 00:00:00,iOS,DE,control
c4b00a53,2026-03-21 00:00:00,iOS,US,treatment
f9707acb,2026-01-16 00:00:00,iOS,US,not_applicable
c184eea9,2026-01-17 00:00:00,Android,DE,not_applicable
e40bea34,2026-01-13 00:00:00,Android,US,not_applicable
ed7923f9,2026-02-20 00:00:00,iOS,US,not_applicable
04cff3a1,2026-02-17 00:00:00,iOS,IN,not_applicable
2624a8cd,2026-02-13 00:00:00,iOS,US,not_applicable
53cbbe3f,2026-03-13 00:00:00,iOS,US,treatment
e1c0c61c,2026-01-19 00:00:00,Android,CA,not_applicable
cecac792,2026-01-26 00:00:00,iOS,US,not_applicable
47018bf6,2026-03-19 00:00:00,iOS,US,treatment
ac9c5055,2026-03-06 00:00:00,iOS,,control
239d48c8,2026-01-05 00:00:00,Android,CA,not_applicable
2da48372,2026-01-18 00:00:00,iOS,GB,not_applicable
012dea45,2026-02-12 00:00:00,Android,DE,not_applicable
1ecd3ceb,2026-03-02 00:00:00,Android,US,treatment
6200a8dd,2026-01-20 00:00:00,Android,GB,not_applicable
844339a8,2026-03-19 00:00:00,Web,CA,treatment
d24619b5,2026-01-18 00:00:00,Android,US,not_applicable
02455205,2026-02-11 00:00:00,Android,US,not_applicable
ad04e223,2026-03-20 00:00:00,iOS,US,control
2ffc8cd8,2026-02-20 00:00:00,Android,US,not_applicable
9c521fd0,2026-03-20 00:00:00,iOS,IN,treatment
75c1dacd,2026-02-08 00:00:00,iOS,GB,not_applicable
def22765,2026-03-17 00:00:00,iOS,US,control
a022d18b,2026-03-07 00:00:00,Android,US,treatment
59e6e32b,2026-03-14 00:00:00,Android,CA,control
997011d0,2026-01-03 00:00:00,Android,DE,not_applicable
f0c47359,2026-02-17 00:00:00,iOS,US,not_applicable
dabb9303,2026-02-12 00:00:00,Android,GB,not_applicable
43e17f72,2026-03-28 00:00:00,Web,FR,control
23360fbc,2026-02-23 00:00:00,Web,GB,not_applicable
af60918a,2026-03-16 00:00:00,iOS,FR,control
3fcbdf48,2026-03-30 00:00:00,Android,US,treatment
87143b01,2026-03-18 00:00:00,Web,IN,control
16ef4f06,2026-03-25 00:00:00,Android,US,treatment
84371e08,2026-03-16 00:00:00,iOS,FR,treatment
13af49c2,2026-01-07 00:00:00,Web,US,not_applicable
34494887,2026-03-16 00:00:00,iOS,IN,control
387982a7,2026-03-09 00:00:00,iOS,GB,treatment
1ef85e24,2026-03-21 00:00:00,,US,treatment
1e559cd4,2026-02-18 00:00:00,Android,US,not_applicable
4e0dd171,2026-01-19 00:00:00,iOS,FR,not_applicable
2c678ae0,2026-03-29 00:00:00,iOS,,control
31a306cf,2026-03-15 00:00:00,Android,US,treatment
fdcbb8b6,2026-01-15 00:00:00,iOS,US,not_applicable
dc75687a,2026-01-25 00:00:00,iOS,US,not_applicable
f7da14e0,2026-01-03 00:00:00,iOS,GB,not_applicable
b2eb69aa,2026-02-26 00:00:00,Android,DE,not_applicable
1bee3ffa,2026-02-10 00:00:00,Android,US,not_applicable
d769e908,2026-02-23 00:00:00,iOS,DE,not_applicable
a42aad0c,2026-01-20 00:00:00,Android,US,not_applicable
9deeb7e9,2026-02-22 00:00:00,Web,FR,not_applicable
955f3bbf,2026-03-30 00:00:00,Android,US,control
aaa5bf83,2026-03-06 00:00:00,Android,CA,treatment
579926e0,2026-03-02 00:00:00,Android,FR,treatment
f52ff731,2026-01-08 00:00:00,Web,GB,not_applicable
0b64848e,2026-01-18 00:00:00,iOS,DE,not_applicable
563c87b7,2026-03-08 00:00:00,Android,DE,control
7a63216b,2026-02-11 00:00:00,iOS,US,not_applicable
f15174f0,2026-03-26 00:00:00,Web,DE,control
e2319037,2026-02-18 00:00:00,Web,FR,not_applicable
76037dea,2026-02-10 00:00:00,Android,DE,not_applicable
60029729,2026-01-23 00:00:00,Web,CA,not_applicable
ad4df7f5,2026-02-28 00:00:00,Android,US,not_applicable
18b3220b,2026-03-10 00:00:00,Android,DE,control
3e7ff3a6,2026-02-15 00:00:00,iOS,US,not_applicable
7ef294bc,2026-03-28 00:00:00,iOS,US,treatment
9a0a1234,2026-03-29 00:00:00,iOS,GB,treatment
678464ab,2026-03-30 00:00:00,Web,GB,control
af873fc9,2026-03-03 00:00:00,iOS,US,control
8195668b,2026-02-01 00:00:00,Android,US,not_applicable
6517d246,2026-02-05 00:00:00,Web,DE,not_applicable
9637e477,2026-03-13 00:00:00,Android,US,control
e0e614c7,2026-02-08 00:00:00,Android,US,not_applicable
fc5efebd,2026-02-06 00:00:00,Web,CA,not_applicable
f9595c37,2026-01-27 00:00:00,iOS,US,not_applicable
956a1092,2026-03-30 00:00:00,iOS,DE,treatment
093c2f43,2026-02-10 00:00:00,iOS,CA,not_applicable
c08f94b3,2026-03-03 00:00:00,iOS,DE,control
03a5bcc7,2026-02-05 00:00:00,Web,FR,not_applicable
b94e04c2,2026-02-06 00:00:00,Android,US,not_applicable
9f0be0c7,2026-01-16 00:00:00,iOS,DE,not_applicable
54ada9af,2026-03-15 00:00:00,iOS,GB,treatment
9d5a82c0,2026-02-18 00:00:00,iOS,US,not_applicable
21704eaa,2026-02-20 00:00:00,iOS,IN,not_applicable
872e6b88,2026-02-14 00:00:00,iOS,CA,not_applicable
25f43238,2026-01-19 00:00:00,iOS,DE,not_applicable
0139c2fb,2026-02-07 00:00:00,iOS,IN,not_applicable
865ad039,2026-01-06 00:00:00,Web,US,not_applicable
22e0f6e7,2026-02-06 00:00:00,Web,,not_applicable
e72e073d,2026-01-11 00:00:00,Web,FR,not_applicable
ec4a58c8,2026-02-14 00:00:00,iOS,CA,not_applicable
938d5f99,2026-02-26 00:00:00,iOS,US,not_applicable
12d16d73,2026-03-25 00:00:00,,US,control
1fbbeb31,2026-03-03 00:00:00,Android,FR,control
62ac735c,2026-03-10 00:00:00,Web,,control
2930f5be,2026-03-13 00:00:00,iOS,US,treatment
1d6c1720,2026-01-18 00:00:00,iOS,US,not_applicable
3c4b01c2,2026-01-14 00:00:00,iOS,US,not_applicable
9de3aa04,2026-03-20 00:00:00,Android,CA,treatment
adc95419,2026-01-31 00:00:00,iOS,DE,not_applicable
03101f1e,2026-02-01 00:00:00,iOS,US,not_applicable
92d19329,2026-01-07 00:00:00,Android,CA,not_applicable
14832c7b,2026-03-27 00:00:00,Android,US,treatment
b08fbc12,2026-01-29 00:00:00,Web,CA,not_applicable
838cd63b,2026-03-23 00:00:00,Android,CA,control
2a5ab05e,2026-01-13 00:00:00,Web,CA,not_applicable
64c9135d,2026-02-22 00:00:00,Android,,not_applicable
f13a9c49,2026-02-12 00:00:00,Android,GB,not_applicable
ceb1ee79,2026-03-02 00:00:00,Android,US,control
e21f1075,2026-01-18 00:00:00,iOS,CA,not_applicable
a087bb8e,2026-01-01 00:00:00,Web,IN,not_applicable
f99e3715,2026-03-12 00:00:00,iOS,GB,treatment
63a16968,2026-01-21 00:00:00,iOS,,not_applicable
f7c514eb,2026-02-22 00:00:00,,CA,not_applicable
bf026394,2026-03-25 00:00:00,Web,DE,treatment
f9569ece,2026-03-02 00:00:00,Android,US,control
28176d84,2026-01-26 00:00:00,Android,DE,not_applicable
399aefe1,2026-02-06 00:00:00,Android,US,not_applicable
6a3fca56,2026-02-11 00:00:00,Web,US,not_applicable
2c78f3e5,2026-02-06 00:00:00,Android,DE,not_applicable
6308ed9b,2026-03-24 00:00:00,Android,CA,control
770570ba,2026-01-12 00:00:00,iOS,US,not_applicable
6ea1de34,2026-03-25 00:00:00,Android,CA,treatment
13142a00,2026-03-10 00:00:00,iOS,DE,treatment
abda8932,2026-01-05 00:00:00,Android,DE,not_applicable
236ab123,2026-01-23 00:00:00,Web,US,not_applicable
af393e8e,2026-02-23 00:00:00,iOS,FR,not_applicable
c288d398,2026-01-23 00:00:00,Android,DE,not_applicable
ba82e8bb,2026-01-05 00:00:00,Web,FR,not_applicable
786fd76a,2026-02-20 00:00:00,,GB,not_applicable
f5a19b74,2026-03-05 00:00:00,Android,GB,control
41cae9d6,2026-02-07 00:00:00,iOS,CA,not_applicable
b26e313e,2026-01-05 00:00:00,iOS,IN,not_applicable
e94f95d6,2026-01-02 00:00:00,Android,CA,not_applicable
5fb7e799,2026-02-08 00:00:00,iOS,US,not_applicable
dda4d0db,2026-03-14 00:00:00,iOS,GB,treatment
46416090,2026-02-12 00:00:00,iOS,CA,not_applicable
b954b590,2026-02-06 00:00:00,Web,IN,not_applicable
78cf6eb7,2026-02-28 00:00:00,Android,US,not_applicable
b4bbd5c0,2026-03-24 00:00:00,Web,IN,treatment
c32dcd44,2026-03-05 00:00:00,iOS,DE,treatment
fde56c6c,2026-01-18 00:00:00,iOS,FR,not_applicable
08d80fe3,2026-03-06 00:00:00,,US,control
82f7bea8,2026-01-25 00:00:00,Web,CA,not_applicable
5bedb060,2026-01-15 00:00:00,,GB,not_applicable
c91cf70d,2026-02-12 00:00:00,Web,US,not_applicable
8bb1d6c9,2026-01-21 00:00:00,iOS,US,not_applicable
48951375,2026-02-28 00:00:00,,FR,not_applicable
fafd1e25,2026-03-24 00:00:00,Web,IN,control
0efa4545,2026-01-24 00:00:00,iOS,US,not_applicable
5781923a,2026-01-02 00:00:00,iOS,US,not_applicable
6a2a36a3,2026-02-13 00:00:00,iOS,GB,not_applicable
4923ce86,2026-02-07 00:00:00,iOS,US,not_applicable
630b9421,2026-03-14 00:00:00,iOS,US,treatment
fb1f1211,2026-01-25 00:00:00,,FR,not_applicable
b18855b6,2026-01-23 00:00:00,,GB,not_applicable
476aeacf,2026-03-20 00:00:00,iOS,FR,treatment
b0eb32f5,2026-02-21 00:00:00,iOS,US,not_applicable
f5c72542,2026-02-24 00:00:00,iOS,US,not_applicable
3143aeb5,2026-03-07 00:00:00,iOS,US,control
6309813a,2026-02-21 00:00:00,Android,US,not_applicable
ad141f39,2026-03-27 00:00:00,iOS,FR,control
e41ca49e,2026-01-18 00:00:00,iOS,US,not_applicable
daf519f1,2026-03-03 00:00:00,Web,US,control
34e7e42b,2026-02-01 00:00:00,iOS,GB,not_applicable
4655c011,2026-01-01 00:00:00,iOS,CA,not_applicable
f8cfbadc,2026-02-03 00:00:00,Web,US,not_applicable
10f4d667,2026-02-19 00:00:00,Android,GB,not_applicable
e1ad7a10,2026-01-31 00:00:00,iOS,CA,not_applicable
d70648c4,2026-02-27 00:00:00,iOS,GB,not_applicable
b5a06080,2026-02-04 00:00:00,iOS,GB,not_applicable
278507ff,2026-02-12 00:00:00,iOS,FR,not_applicable
bf0e98a4,2026-02-08 00:00:00,iOS,GB,not_applicable
0553189d,2026-03-16 00:00:00,Android,DE,treatment
7c904f8a,2026-01-02 00:00:00,Android,DE,not_applicable
b14f8b0c,2026-02-03 00:00:00,Android,IN,not_applicable
9371f4d4,2026-03-25 00:00:00,iOS,GB,control
bf6e7a89,2026-01-31 00:00:00,Web,,not_applicable
68561e6a,2026-01-08 00:00:00,Web,US,not_applicable
9bccbf08,2026-03-27 00:00:00,iOS,GB,control
a0d9b8c4,2026-02-09 00:00:00,Android,GB,not_applicable
8f9b23d7,2026-01-21 00:00:00,Android,FR,not_applicable
89b9e65e,2026-02-21 00:00:00,iOS,IN,not_applicable
924b89f7,2026-03-29 00:00:00,iOS,US,treatment
c4ee6459,2026-02-09 00:00:00,Android,FR,not_applicable
ab17a2af,2026-03-30 00:00:00,iOS,US,control
3fb9fe8e,2026-02-07 00:00:00,,US,not_applicable
8ef49753,2026-02-17 00:00:00,Android,CA,not_applicable
0296c9de,2026-03-20 00:00:00,Android,CA,control
eae47c37,2026-01-18 00:00:00,iOS,CA,not_applicable
f0e1a6fd,2026-03-03 00:00:00,iOS,DE,control
7b446e39,2026-03-19 00:00:00,iOS,CA,control
2e337571,2026-03-31 00:00:00,iOS,US,treatment
587529f4,2026-03-02 00:00:00,iOS,US,treatment
adc49dc8,2026-03-27 00:00:00,Web,US,treatment
bb1e801d,2026-02-01 00:00:00,Web,,not_applicable
6eee6f39,2026-03-29 00:00:00,Android,US,treatment
36f9ae52,2026-01-11 00:00:00,iOS,FR,not_applicable
5c0bc525,2026-03-09 00:00:00,iOS,US,control
f65b6533,2026-02-16 00:00:00,Android,FR,not_applicable
a8e8cb43,2026-01-10 00:00:00,Android,US,not_applicable
7a091c93,2026-03-14 00:00:00,Android,US,control
0bba7034,2026-03-12 00:00:00,iOS,IN,treatment
d2fcc1ed,2026-01-26 00:00:00,iOS,US,not_applicable
ce448722,2026-03-15 00:00:00,iOS,IN,treatment
d23d1f31,2026-01-22 00:00:00,Android,CA,not_applicable
d86bebbd,2026-02-11 00:00:00,Android,US,not_applicable
2ca8e0d3,2026-03-08 00:00:00,Android,US,control
e719e4ee,2026-03-29 00:00:00,iOS,GB,control
cf1caca9,2026-03-16 00:00:00,Web,US,control
3245d7bf,2026-03-07 00:00:00,iOS,US,control
a392521c,2026-01-08 00:00:00,iOS,IN,not_applicable
8de25fc1,2026-02-28 00:00:00,Android,GB,not_applicable
ead5ac3c,2026-01-17 00:00:00,Android,US,not_applicable
0eea9112,2026-03-07 00:00:00,Android,GB,control
96e03384,2026-03-14 00:00:00,Android,,control
c37df724,2026-03-01 00:00:00,Android,US,treatment
f7110b76,2026-02-09 00:00:00,Web,US,not_applicable
2a358485,2026-01-03 00:00:00,iOS,US,not_applicable
d8115f71,2026-02-20 00:00:00,iOS,GB,not_applicable
9c843b1b,2026-02-02 00:00:00,Android,IN,not_applicable
8e597cad,2026-01-01 00:00:00,Android,GB,not_applicable
df54d858,2026-01-28 00:00:00,iOS,US,not_applicable
5d7a550e,2026-03-16 00:00:00,Android,GB,control
cebb28f9,2026-02-24 00:00:00,Web,US,not_applicable
316e03b0,2026-02-14 00:00:00,iOS,GB,not_applicable
00772352,2026-03-31 00:00:00,iOS,US,control
8bdcc36a,2026-01-08 00:00:00,Android,US,not_applicable
8475e56b,2026-01-09 00:00:00,Android,US,not_applicable
04c1b628,2026-03-02 00:00:00,iOS,US,control
72e5a893,2026-02-22 00:00:00,Web,US,not_applicable
dc0841fd,2026-01-24 00:00:00,Android,US,not_applicable
554d2811,2026-01-18 00:00:00,Android,US,not_applicable
f6d64ec0,2026-03-24 00:00:00,Android,CA,treatment
4cb0b9f2,2026-03-24 00:00:00,Web,US,treatment
9779329c,2026-02-17 00:00:00,iOS,US,not_applicable
d2f3a2fd,2026-02-18 00:00:00,Web,GB,not_applicable
a515bcd7,2026-02-27 00:00:00,Android,US,not_applicable
e80bec63,2026-02-18 00:00:00,iOS,US,not_applicable
e31094c2,2026-02-18 00:00:00,,DE,not_applicable
13f95b60,2026-01-11 00:00:00,Web,US,not_applicable
45330865,2026-03-29 00:00:00,Android,DE,treatment
c84ff90a,2026-03-11 00:00:00,iOS,FR,control
96dd8ab4,2026-02-14 00:00:00,Web,IN,not_applicable
60acb00c,2026-01-16 00:00:00,Android,US,not_applicable
8b5e75fb,2026-01-23 00:00:00,iOS,,not_applicable
4c4e6040,2026-03-10 00:00:00,iOS,DE,control
17db411c,2026-01-17 00:00:00,Android,CA,not_applicable
70b1ca93,2026-01-29 00:00:00,,US,not_applicable
b9ae0c6b,2026-01-01 00:00:00,iOS,US,not_applicable
200f2a2a,2026-01-03 00:00:00,iOS,US,not_applicable
aa98f89a,2026-02-08 00:00:00,iOS,FR,not_applicable
34ae39fa,2026-03-01 00:00:00,Web,US,treatment
96b49da1,2026-03-11 00:00:00,iOS,IN,control
f69d00ad,2026-02-18 00:00:00,iOS,US,not_applicable
9464c84a,2026-01-30 00:00:00,iOS,CA,not_applicable
aa838fe4,2026-02-01 00:00:00,iOS,,not_applicable
bc6b383a,2026-02-28 00:00:00,iOS,GB,not_applicable
597e48dc,2026-02-14 00:00:00,iOS,GB,not_applicable
307fc023,2026-01-20 00:00:00,Android,FR,not_applicable
cc2e0152,2026-02-05 00:00:00,Android,CA,not_applicable
8f247017,2026-01-25 00:00:00,Web,FR,not_applicable
939a5916,2026-01-15 00:00:00,Android,US,not_applicable
263dbcd2,2026-01-05 00:00:00,iOS,US,not_applicable
ad6c9579,2026-03-26 00:00:00,Android,GB,control
111ef098,2026-01-03 00:00:00,iOS,IN,not_applicable
c48d62e7,2026-01-31 00:00:00,Web,IN,not_applicable
b85e770c,2026-01-27 00:00:00,iOS,DE,not_applicable
19063dae,2026-01-09 00:00:00,iOS,US,not_applicable
df6b8184,2026-01-13 00:00:00,iOS,US,not_applicable
878da9e6,2026-03-18 00:00:00,iOS,FR,control
efe068e7,2026-03-18 00:00:00,iOS,DE,treatment
44aa515e,2026-01-07 00:00:00,Android,US,not_applicable
d56266e1,2026-02-01 00:00:00,Android,US,not_applicable
851cb64c,2026-01-06 00:00:00,Android,GB,not_applicable
682ea1d2,2026-02-21 00:00:00,iOS,US,not_applicable
e48160ca,2026-02-26 00:00:00,Android,IN,not_applicable
d411fef8,2026-01-30 00:00:00,iOS,DE,not_applicable
3bf93b8e,2026-03-11 00:00:00,Android,IN,control
223a2c31,2026-01-08 00:00:00,Web,CA,not_applicable
09ebfd4b,2026-01-18 00:00:00,Android,IN,not_applicable
f5d77e9e,2026-03-06 00:00:00,iOS,US,treatment
4f17ebfd,2026-01-30 00:00:00,iOS,FR,not_applicable
efa0b77e,2026-03-15 00:00:00,Web,US,control
a0ce54ca,2026-03-18 00:00:00,Android,GB,treatment
3f702174,2026-02-11 00:00:00,iOS,,not_applicable
eb69f81b,2026-01-31 00:00:00,iOS,US,not_applicable
a2334a18,2026-02-08 00:00:00,Android,DE,not_applicable
aa6bebad,2026-01-19 00:00:00,iOS,DE,not_applicable
e75e375c,2026-03-26 00:00:00,Android,US,treatment
04264e20,2026-02-22 00:00:00,iOS,CA,not_applicable
e71486c5,2026-02-08 00:00:00,iOS,IN,not_applicable
a3e50ed0,2026-02-05 00:00:00,Web,,not_applicable
799474a6,2026-01-08 00:00:00,iOS,,not_applicable
0a04bee8,2026-03-13 00:00:00,iOS,US,treatment
8ab9efdf,2026-01-23 00:00:00,iOS,US,not_applicable
5d1904c6,2026-03-22 00:00:00,Android,GB,treatment
01b94a25,2026-03-13 00:00:00,iOS,CA,control
63b55998,2026-02-14 00:00:00,iOS,CA,not_applicable
9b58b8bc,2026-03-24 00:00:00,iOS,FR,treatment
6479df88,2026-03-09 00:00:00,Web,GB,control
9d7c3eba,2026-02-23 00:00:00,iOS,US,not_applicable
0bfcbd1f,2026-02-22 00:00:00,Web,US,not_applicable
0101a290,2026-01-20 00:00:00,iOS,US,not_applicable
25e45a27,2026-02-08 00:00:00,Android,GB,not_applicable
f74c672f,2026-02-18 00:00:00,Web,US,not_applicable
